afar,bunbury,camp,caribbean_colombian,cimp_a,cimp_b,columbia_river,comei,deccan,emeishan,equamp,ferrar,franklin,gunbarrel,halip,irkutsk,kalkarindji,karoo,kola_dnieper,madagascar,magdalen,mundine_well,naip,nw_australia_margin,panjal,parana_etendeka,qiangtang,seychelles,siberia,suordakh,swcuc,tarim,trap,vilyui,wichita
-30,-132,-201,-94,-615,-580,-16,-132,-66,-259,-131,-183,-720,-780,-95,-720,-511,-183,-380,-90,-360,-755,-62,-160,-283,-135,-283,-66,-252,-450,-830,-290,-140,-374,-533
